,Metric,English,Comments
"Aluminum, Al ",1.6 %,1.6 %,
"Chromium, Cr ",12 %,12 %,
"Manganese, Mn ",0.30 %,0.30 %,
"Nickel, Ni ",9.2 %,9.2 %,
"Carbon, C ",0.030 %,0.030 %,
"Iron, Fe ",75.47 %,75.47 %,
"Molybdenum, Mo ",1.4 %,1.4 %,
