,Metric,English,Comments
"Carbon, C ",0.30 - 0.42 %,0.30 - 0.42 %,
"Iron, Fe ",87.58 - 89.7 %,87.58 - 89.7 %,
"Molybdenum, Mo ",1.25 - 1.75 %,1.25 - 1.75 %,
"Phosphorous, P ",<= 0.025 %,<= 0.025 %,
"Sulfur, S ",<= 0.025 %,<= 0.025 %,
"Chromium, Cr ",4.75 - 5.75 %,4.75 - 5.75 %,
"Manganese, Mn ",0.75 %,0.75 %,
"Nickel, Ni ",1.0 %,1.0 %,
"Silicon, Si ",1.5 %,1.5 %,
"Vanadium, V ",0.75 - 1.2 %,0.75 - 1.2 %,
