Iron, Fe;Carbon, C;Sulfur, S;Silicon, Si;Phosphorous, P;Manganese, Mn;Chromium, Cr;Nickel, Ni;Molybdenum, Mo;Copper, Cu;Density;Hardness, Vickers;Thermal Conductivity;Specific Heat Capacity;CTE, linear;Electrical Resistivity;Elongation at Break;Bulk Modulus;Modulus of Elasticity;Shear Modulus;Poissons Ratio;Tensile Strength, Yield;Tensile Strength, Ultimate
0.0;0.02;0.013;0.9;0.01;1.7;18.3;11.5;2.6;0.0;NA;160.0;15.0;NA;NA;NA;29.0;NA;NA;NA;NA;290.0;440.0
96.4175;0.195;0.04;0.22499999999999998;0.035;0.55;0.5;1.825;0.25;0.0;7.85;455.0;44.5;0.475;11.3;2.45e-05;13.0;160.0;205.0;80.0;0.29;1105.0;1495.0
96.94999999999999;0.15000000000000002;0.05;0.7;0.04;1.0;0.7;0.4;0.0;0.3;7.75;NA;NA;NA;NA;NA;18.0;NA;205.0;80.0;0.28;345.0;NA
0.0;0.06;0.03;1.5;0.03;0.8;22.0;10.5;0.0;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
97.4625;0.225;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;372.0;46.6;0.475;NA;2.34e-05;11.3;160.0;205.0;80.0;0.29;693.0;1198.0
95.7475;0.405;0.02;0.22499999999999998;0.025;0.7749999999999999;0.8;1.775;0.25;0.0;7.85;339.0;44.5;0.475;11.3;2.48e-05;13.2;159.0;200.0;78.0;0.29;710.0;1110.0
97.38575;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;247.0;46.6;0.475;11.2;2.34e-05;21.2;160.0;205.0;80.0;0.29;689.0;827.0
72.65;0.15;0.0;0.1;0.0;0.1;2.0;10.0;1.0;0.0;7.83;NA;NA;NA;NA;NA;16.0;NA;203.0;NA;NA;1517.0;1660.0
96.93;0.18;0.04;0.22499999999999998;0.04;0.7749999999999999;0.44999999999999996;1.05;0.35;0.0;7.85;361.0;44.5;0.475;NA;2.45e-05;15.3;160.0;205.0;80.0;0.29;812.0;1127.0
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;309.0;46.6;0.475;NA;2.34e-05;16.0;160.0;205.0;80.0;0.29;765.0;958.0
95.635;0.2;0.04;0.64;0.035;1.5;0.7;0.5;0.1;0.5;7.8;NA;NA;NA;NA;NA;16.0;NA;NA;NA;NA;414.0;NA
96.22999999999999;0.07;0.025;0.4;0.025;0.55;0.75;0.85;0.2;1.15;7.85;NA;46.6;0.475;NA;2.34e-05;20.0;160.0;205.0;80.0;0.29;550.0;620.0
95.76249999999999;0.4;0.04;0.22499999999999998;0.035;0.7;0.8;1.825;0.25;0.0;7.85;323.0;44.5;0.475;12.3;2.48e-05;NA;159.0;200.0;78.0;0.29;NA;NA
97.6;0.355;0.03;0.25;0.03;0.725;1.05;0.25;0.22499999999999998;0.3;7.85;NA;42.7;0.477;NA;2.23e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.20750000000001;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;362.0;46.6;0.475;NA;2.34e-05;17.0;160.0;205.0;80.0;0.29;1000.0;1165.0
97.105;0.505;0.045;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;319.0;46.6;0.475;NA;2.34e-05;14.0;160.0;205.0;80.0;0.29;689.0;1020.0
95.75;0.405;0.0;0.25;0.0;0.7;0.8;1.825;0.25;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
98.0;0.2;0.04;0.25;0.035;0.8;0.5;0.5;0.2;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
97.41;0.22;0.0;0.25;0.0;0.725;1.05;0.25;0.22499999999999998;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
93.69999999999999;0.23;0.02;0.30000000000000004;0.02;0.4;1.75;3.3;0.525;0.0;7.8;NA;NA;NA;NA;NA;NA;NA;205.0;80.0;0.28;586.0;NA
94.9;0.3;0.02;0.0;0.0;1.15;2.0;1.0;0.65;0.0;7.8;NA;38.0;0.46;10.8;NA;10.0;NA;210.0;NA;NA;1075.0;1250.0
96.85;0.185;0.04;0.275;0.04;0.8;0.45;1.05;0.35;0.0;7.85;411.0;44.5;0.475;NA;2.45e-05;14.5;160.0;205.0;80.0;0.29;1010.0;1324.0
97.41;0.22;0.0;0.25;0.0;0.725;1.05;0.25;0.22499999999999998;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95.7225;0.405;0.02;0.22499999999999998;0.025;0.75;0.8;1.825;0.25;0.0;7.85;228.0;44.5;0.475;11.3;2.48e-05;22.0;152.0;192.0;74.0;0.29;470.0;745.0
97.2075;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;295.0;46.6;0.475;NA;2.34e-05;16.0;160.0;205.0;80.0;0.29;827.0;972.0
95.7475;0.405;0.02;0.22499999999999998;0.025;0.7749999999999999;0.8;1.775;0.25;0.0;7.85;384.0;44.5;0.475;11.3;2.48e-05;13.7;159.0;200.0;78.0;0.29;1165.0;1255.0
97.54075;0.45499999999999996;0.04;0.22499999999999998;0.035;0.875;0.45;0.30000000000000004;0.11499999999999999;0.0;7.85;211.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
94.85;0.5;0.0;0.25;0.0;0.85;1.3;1.65;0.5;0.0;7.78;NA;35.0;NA;12.2;NA;NA;NA;NA;NA;NA;NA;NA
0.0;0.025;0.02;0.8;0.025;1.0;27.0;31.0;3.5;1.0;NA;NA;NA;NA;NA;NA;35.0;NA;NA;NA;NA;350.0;550.0
97.72075;0.175;0.04;0.22499999999999998;0.035;0.875;0.4;0.44999999999999996;0.11499999999999999;0.0;7.87;NA;51.9;0.472;11.5;1.74e-05;NA;160.0;200.0;80.0;0.29;NA;NA
95.365;0.16499999999999998;0.035;0.275;0.035;0.575;1.025;1.35;0.525;0.0;7.8;NA;NA;NA;NA;NA;16.0;NA;NA;NA;NA;621.0;NA
97.38575;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;247.0;46.6;0.475;11.2;2.34e-05;21.2;160.0;205.0;80.0;0.29;595.0;780.0
95.76249999999999;0.4;0.04;0.22499999999999998;0.035;0.7;0.8;1.825;0.25;0.0;7.85;384.0;44.5;0.475;12.3;2.48e-05;13.7;159.0;200.0;78.0;0.29;1165.0;1255.0
97.2375;0.225;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.35;0.0;7.85;455.0;51.9;0.472;11.5;1.74e-05;13.3;160.0;200.0;80.0;0.29;1093.0;1510.0
5.0;0.02;0.0;0.2;0.0;0.3;15.0;56.0;16.0;0.0;8.94;55.0;NA;NA;NA;NA;30.0;NA;NA;NA;NA;520.0;780.0
93.87;0.55;0.0;1.0;0.0;0.9;0.4;2.7;0.45;0.0;NA;NA;NA;NA;NA;NA;5.0;NA;NA;NA;NA;1140.0;1310.0
94.50999999999999;0.1;0.05;0.22499999999999998;0.0;0.55;1.225;3.25;0.11499999999999999;0.0;7.85;284.0;51.9;0.472;11.5;1.74e-05;20.5;160.0;200.0;80.0;0.29;660.0;910.0
96.93;0.18;0.04;0.22499999999999998;0.04;0.7749999999999999;0.44999999999999996;1.05;0.35;0.0;7.85;411.0;44.5;0.475;NA;2.45e-05;14.5;160.0;205.0;80.0;0.29;1010.0;1324.0
97.4825;0.20500000000000002;0.04;0.25;0.035;0.7749999999999999;0.5;0.55;0.2;0.0;7.85;292.0;46.6;0.475;NA;2.34e-05;25.0;160.0;205.0;80.0;0.29;560.0;745.0
97.4825;0.20500000000000002;0.04;0.25;0.035;0.7749999999999999;0.5;0.55;0.2;0.0;7.85;292.0;46.6;0.475;NA;2.34e-05;15.0;160.0;205.0;80.0;0.29;710.0;903.0
0.0;0.1;0.01;0.3;0.012;1.7;25.0;20.0;0.3;0.3;7.8;160.0;12.0;NA;19.7;NA;26.0;NA;NA;NA;NA;250.0;490.0
88.9;0.5;0.0;1.05;0.0;0.35;5.15;1.5;1.55;0.0;7.78;NA;NA;NA;11.97;NA;NA;NA;207.0;NA;NA;NA;NA
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;284.0;46.6;0.475;NA;2.34e-05;20.0;160.0;205.0;80.0;0.29;570.0;917.0
97.1575;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.25;0.0;7.85;372.0;46.6;0.475;NA;2.34e-05;13.5;160.0;205.0;80.0;0.29;1140.0;1235.0
96.4625;0.2;0.04;0.22499999999999998;0.035;0.55;0.5;1.775;0.25;0.0;7.85;269.0;44.5;0.475;11.3;2.45e-05;22.5;160.0;205.0;80.0;0.29;595.0;910.0
97.4625;0.225;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;384.0;46.6;0.475;NA;2.34e-05;14.8;160.0;205.0;80.0;0.29;805.0;1204.0
95.37;0.64;0.04;0.22499999999999998;0.035;0.7;0.8;1.825;0.25;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.245;0.47500000000000003;0.04;0.275;0.035;1.0;0.5;1.0;0.2;0.0;7.8;NA;52.0;0.47;12.0;1.7e-05;NA;160.0;200.0;80.0;0.29;NA;NA
0.0;0.03;0.0;0.52;0.0;1.39;18.8;12.0;2.7;0.0;NA;NA;NA;NA;NA;NA;36.0;NA;NA;NA;NA;430.0;565.0
97.07825;0.505;0.045;0.25;0.035;0.875;0.5;0.55;0.2;0.0;7.85;319.0;46.6;0.475;NA;2.34e-05;14.0;160.0;205.0;80.0;0.29;689.0;1020.0
95.76249999999999;0.4;0.04;0.22499999999999998;0.035;0.7;0.8;1.825;0.25;0.0;7.85;350.0;44.5;0.475;12.3;2.48e-05;17.1;159.0;200.0;78.0;0.29;1117.0;1145.0
95.4;0.67;0.21000000000000002;0.6;0.03;1.65;1.7999999999999998;2.225;0.415;0.0;7.8;588.0;47.3;0.4735;12.5;2.1649999999999998e-05;21.0;161.0;202.5;78.0;0.28500000000000003;1067.5;1210.0
97.08;0.505;0.045;0.25;0.035;0.875;0.5;0.55;0.2;0.0;7.85;301.0;46.6;0.475;NA;2.34e-05;15.0;160.0;205.0;80.0;0.29;640.0;958.0
97.4825;0.20500000000000002;0.04;0.25;0.035;0.7749999999999999;0.5;0.55;0.2;0.0;7.85;269.0;46.6;0.475;NA;2.34e-05;20.8;160.0;205.0;80.0;0.29;580.0;876.0
0.0;0.06;0.015;0.05;0.035;1.4;17.5;12.0;2.2;0.0;NA;NA;NA;NA;NA;NA;35.0;NA;NA;NA;NA;205.0;725.0
97.4975;0.22;0.04;0.22499999999999998;0.035;0.7749999999999999;0.495;0.55;0.2;0.0;7.85;455.0;46.6;0.475;NA;2.34e-05;13.5;160.0;205.0;80.0;0.29;1149.0;1524.0
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;155.0;46.6;0.475;NA;2.34e-05;31.0;160.0;205.0;80.0;0.29;385.0;530.0
95.468;0.125;0.025;0.13;0.025;0.44999999999999996;3.0;0.25;0.0;0.25;7.8;NA;52.0;0.47;12.0;1.7e-05;18.0;160.0;200.0;80.0;0.29;415.0;672.5
97.0125;0.6000000000000001;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;208.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.2375;0.375;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;214.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.38575;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;196.0;46.6;0.475;11.2;2.34e-05;26.2;160.0;205.0;80.0;0.29;425.0;640.0
95.2;0.35;0.0;0.5;0.0;0.75;0.8;1.85;0.35;0.0;7.83;NA;37.46;NA;11.34;NA;8.0;NA;NA;NA;NA;1378.0;931.0
95.7475;0.405;0.02;0.22499999999999998;0.025;0.7749999999999999;0.8;1.775;0.25;0.0;7.85;434.0;44.5;0.475;11.3;2.48e-05;NA;159.0;200.0;78.0;0.29;NA;NA
0.0;0.04;0.01;0.8;0.013;1.2;19.0;10.0;0.5;0.2;8.0;225.0;13.0;NA;18.0;NA;23.0;NA;NA;NA;NA;320.0;470.0
95.37;0.64;0.04;0.22499999999999998;0.035;0.7;0.8;1.825;0.25;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
72.65;0.15;0.0;0.1;0.0;0.1;2.0;10.0;1.0;0.0;7.83;NA;NA;NA;NA;NA;17.0;NA;203.0;NA;NA;1517.0;1670.0
97.20750000000001;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;327.0;46.6;0.475;NA;2.34e-05;20.0;160.0;205.0;80.0;0.29;910.0;1035.0
97.1575;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.25;0.0;7.85;329.0;46.6;0.475;NA;2.34e-05;17.4;160.0;205.0;80.0;0.29;965.0;1060.0
97.105;0.505;0.045;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;309.0;46.6;0.475;NA;2.34e-05;18.5;160.0;205.0;80.0;0.29;945.0;1020.0
97.38575;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;281.0;46.6;0.475;11.2;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
3.0;0.03;0.015;0.5;0.01;0.5;21.0;62.945;8.5;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;411.0;46.6;0.475;NA;2.34e-05;11.5;160.0;205.0;80.0;0.29;1033.0;1300.0
97.20750000000001;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;368.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.38575;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;163.0;46.6;0.475;11.2;2.34e-05;29.0;160.0;205.0;80.0;0.29;370.0;565.0
96.4175;0.195;0.04;0.22499999999999998;0.035;0.55;0.5;1.825;0.25;0.0;7.85;211.0;44.5;0.475;11.3;2.45e-05;22.3;160.0;205.0;80.0;0.29;395.0;703.0
94.50999999999999;0.1;0.05;0.22499999999999998;0.0;0.55;1.225;3.25;0.11499999999999999;0.0;7.85;350.0;51.9;0.472;11.5;1.74e-05;15.5;160.0;200.0;80.0;0.29;896.0;1069.0
97.01249999999999;0.6000000000000001;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;208.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
94.47999999999999;0.10500000000000001;0.025;0.275;0.025;0.55;1.2;3.25;0.11499999999999999;0.0;7.85;301.0;51.9;0.472;11.5;1.74e-05;20.0;160.0;200.0;80.0;0.29;605.0;917.0
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;292.0;46.6;0.475;NA;2.34e-05;15.0;160.0;205.0;80.0;0.29;710.0;903.0
97.3825;0.30500000000000005;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;196.0;46.6;0.475;11.2;2.34e-05;23.5;160.0;205.0;80.0;0.29;425.0;650.0
97.2425;0.22;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.35;0.0;7.85;455.0;51.9;0.472;11.5;1.74e-05;13.3;160.0;200.0;80.0;0.29;1093.0;1510.0
97.38749999999999;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;281.0;46.6;0.475;11.2;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
95.74;0.46;0.0;0.25;0.0;0.75;1.1;0.6;1.0;0.0;7.86;NA;NA;NA;13.16;NA;7.0;NA;210.0;NA;NA;1345.0;1570.0
97.20750000000001;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.4625;0.2;0.04;0.22499999999999998;0.035;0.55;0.5;1.775;0.25;0.0;7.85;223.0;44.5;0.475;11.3;2.45e-05;23.3;160.0;205.0;80.0;0.29;405.0;703.0
96.22999999999999;0.07;0.025;0.4;0.025;0.55;0.75;0.85;0.2;1.15;7.85;NA;46.6;0.475;NA;2.34e-05;20.0;160.0;205.0;80.0;0.29;515.0;585.0
94.47999999999999;0.10500000000000001;0.025;0.275;0.025;0.55;1.2;3.25;0.11499999999999999;0.0;7.85;397.0;51.9;0.472;11.5;1.74e-05;15.0;160.0;200.0;80.0;0.29;1117.0;1289.0
95.635;0.2;0.04;0.64;0.035;1.5;0.7;0.5;0.1;0.5;7.8;NA;NA;NA;NA;NA;15.0;NA;NA;NA;NA;448.0;NA
85.2;0.3;0.0;0.1;0.0;0.3;1.0;7.5;1.0;0.0;7.75;NA;NA;NA;11.3;NA;15.0;NA;NA;NA;NA;1325.0;1595.0
94.6;0.15;0.0;0.25;0.0;0.5;1.0;3.25;0.25;0.0;NA;NA;NA;NA;NA;NA;13.0;NA;NA;NA;NA;931.0;827.0
94.47999999999999;0.10500000000000001;0.025;0.275;0.025;0.55;1.2;3.25;0.11499999999999999;0.0;7.85;284.0;51.9;0.472;11.5;1.74e-05;18.8;160.0;200.0;80.0;0.29;570.0;910.0
97.20750000000001;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;299.0;46.6;0.475;NA;2.34e-05;22.0;160.0;205.0;80.0;0.29;814.0;945.0
97.3825;0.30500000000000005;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;284.0;46.6;0.475;11.2;2.34e-05;19.2;160.0;205.0;80.0;0.29;738.0;895.0
97.3825;0.30500000000000005;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;247.0;46.6;0.475;11.2;2.34e-05;21.2;160.0;205.0;80.0;0.29;595.0;780.0
97.51249999999999;0.175;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;269.0;46.6;0.475;NA;2.34e-05;19.0;160.0;205.0;80.0;0.29;650.0;883.0
97.3825;0.30500000000000005;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;211.0;46.6;0.475;11.2;2.34e-05;25.2;160.0;205.0;80.0;0.29;425.0;655.0
0.0;0.4;0.002;0.0;0.0;1.3;0.7;0.45;0.34;0.0;7.85;NA;NA;NA;11.0;NA;10.0;NA;205.0;NA;NA;1200.0;1630.0
95.7225;0.405;0.02;0.22499999999999998;0.025;0.75;0.8;1.825;0.25;0.0;7.85;531.0;44.5;0.475;11.3;2.48e-05;12.0;160.0;196.0;75.0;0.3;1550.0;1855.0
93.5;0.1;0.03;0.5;0.03;0.6;5.5;0.6;0.5;0.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
97.1575;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.25;0.0;7.85;350.0;46.6;0.475;NA;2.34e-05;15.7;160.0;205.0;80.0;0.29;1060.0;1180.0
0.0;0.025;0.0;0.95;0.0;0.75;19.0;9.5;0.0;0.0;NA;NA;NA;NA;NA;NA;40.0;NA;NA;NA;NA;440.0;600.0
96.85;0.185;0.04;0.275;0.04;0.8;0.45;1.05;0.35;0.0;7.85;350.0;44.5;0.475;NA;2.45e-05;16.5;160.0;205.0;80.0;0.29;724.0;1096.0
72.65;0.15;0.0;0.1;0.0;0.1;2.0;10.0;1.0;0.0;7.83;NA;NA;NA;NA;NA;16.0;NA;203.0;NA;NA;1524.0;1680.0
97.4625;0.2;0.04;0.22499999999999998;0.035;0.7749999999999999;0.5;0.55;0.25;0.0;7.85;217.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.2075;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;230.0;46.6;0.475;NA;2.34e-05;22.0;160.0;205.0;80.0;0.29;635.0;772.0
96.4175;0.195;0.04;0.22499999999999998;0.035;0.55;0.5;1.825;0.25;0.0;7.85;301.0;44.5;0.475;11.3;2.45e-05;17.8;160.0;205.0;80.0;0.29;724.0;1025.0
96.12;0.13;0.015;0.5;0.015;0.44999999999999996;2.25;0.25;0.0;0.25;7.8;NA;52.0;0.47;12.0;1.7e-05;20.0;160.0;200.0;80.0;0.29;515.0;725.0
97.4825;0.20500000000000002;0.04;0.25;0.035;0.7749999999999999;0.5;0.55;0.2;0.0;7.85;301.0;46.6;0.475;NA;2.34e-05;15.0;160.0;205.0;80.0;0.29;772.0;938.0
97.38749999999999;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;196.0;46.6;0.475;11.2;2.34e-05;24.5;160.0;205.0;80.0;0.29;385.0;635.0
97.3825;0.30500000000000005;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;281.0;46.6;0.475;11.2;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.3825;0.30500000000000005;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;332.0;46.6;0.475;11.2;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
94.50999999999999;0.1;0.05;0.22499999999999998;0.0;0.55;1.225;3.25;0.11499999999999999;0.0;7.85;361.0;51.9;0.472;11.5;1.74e-05;16.0;160.0;200.0;80.0;0.29;965.0;1131.0
97.1875;0.42500000000000004;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;247.0;46.6;0.475;NA;2.34e-05;19.2;160.0;205.0;80.0;0.29;625.0;807.0
96.4625;0.2;0.04;0.22499999999999998;0.035;0.55;0.5;1.775;0.25;0.0;7.85;440.0;44.5;0.475;11.3;2.45e-05;12.5;160.0;205.0;80.0;0.29;1195.0;1460.0
84.55000000000001;0.03;0.015;1.75;0.04;1.5;11.5;0.65;0.0;0.0;7.7;165.0;25.0;0.46;10.5;NA;20.0;NA;220.0;NA;NA;280.0;550.0
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;294.0;46.6;0.475;NA;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
96.96;0.2;0.025;0.35000000000000003;0.03;1.6;0.25;0.25;0.08;0.35;7.8;NA;52.0;0.47;12.0;1.7e-05;20.0;160.0;200.0;80.0;0.29;315.0;552.5
97.51249999999999;0.175;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;256.0;46.6;0.475;NA;2.34e-05;23.0;160.0;205.0;80.0;0.29;550.0;820.0
97.1875;0.42500000000000004;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.2;0.0;7.85;301.0;46.6;0.475;NA;2.34e-05;15.0;160.0;205.0;80.0;0.29;814.0;972.0
96.4625;0.2;0.04;0.22499999999999998;0.035;0.55;0.5;1.775;0.25;0.0;7.85;319.0;44.5;0.475;11.3;2.45e-05;17.0;160.0;205.0;80.0;0.29;738.0;1050.0
97.07825;0.505;0.045;0.25;0.035;0.875;0.5;0.55;0.2;0.0;7.85;301.0;46.6;0.475;NA;2.34e-05;14.5;160.0;205.0;80.0;0.29;779.0;986.0
95.76249999999999;0.4;0.04;0.22499999999999998;0.035;0.7;0.8;1.825;0.25;0.0;7.85;372.0;44.5;0.475;12.3;2.48e-05;14.2;159.0;200.0;78.0;0.29;1145.0;1207.0
0.0;0.07;0.0;0.7;0.0;1.3;28.0;35.0;0.0;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
97.1575;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.25;0.0;7.85;211.0;46.6;0.475;NA;2.34e-05;22.2;160.0;205.0;80.0;0.29;415.0;695.0
94.47999999999999;0.10500000000000001;0.025;0.275;0.025;0.55;1.2;3.25;0.11499999999999999;0.0;7.85;254.0;51.9;0.472;11.5;1.74e-05;17.3;160.0;200.0;80.0;0.29;440.0;820.0
97.1575;0.405;0.04;0.22499999999999998;0.035;0.875;0.5;0.55;0.25;0.0;7.85;284.0;46.6;0.475;NA;2.34e-05;16.0;160.0;205.0;80.0;0.29;550.0;930.0
97.38575;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;211.0;46.6;0.475;11.2;2.34e-05;25.2;160.0;205.0;80.0;0.29;425.0;655.0
97.4825;0.20500000000000002;0.04;0.25;0.035;0.7749999999999999;0.5;0.55;0.2;0.0;7.85;372.0;46.6;0.475;NA;2.34e-05;14.6;160.0;205.0;80.0;0.29;965.0;1225.0
5.0;0.005;0.03;0.04;0.03;0.3;16.0;56.0;15.5;0.0;NA;250.0;NA;NA;NA;NA;40.0;NA;NA;NA;NA;470.0;750.0
97.38749999999999;0.30000000000000004;0.04;0.22499999999999998;0.035;0.8;0.5;0.55;0.2;0.0;7.85;332.0;46.6;0.475;11.2;2.34e-05;NA;160.0;205.0;80.0;0.29;NA;NA
97.9425;0.155;0.04;0.25;0.035;0.8;0.4;0.30000000000000004;0.11499999999999999;0.0;7.85;NA;52.0;0.47;12.0;1.7e-05;NA;NA;200.0;78.0;0.29;NA;NA
96.6;0.15;0.0;0.25;0.0;0.9;0.8;0.1;1.2;0.0;NA;NA;NA;NA;NA;NA;11.0;NA;NA;NA;NA;440.0;835.0
95.7225;0.405;0.02;0.22499999999999998;0.025;0.75;0.8;1.825;0.25;0.0;7.85;323.0;44.5;0.475;11.3;2.48e-05;NA;159.0;200.0;78.0;0.29;NA;NA
96.12;0.13;0.015;0.5;0.015;0.44999999999999996;2.25;0.25;0.0;0.25;7.8;NA;52.0;0.47;12.0;1.7e-05;14.0;160.0;200.0;80.0;0.29;585.0;792.5
67.6;0.03;0.03;0.75;0.04;2.0;16.5;11.0;2.1;0.0;8.0;NA;14.0;0.485;16.5;NA;35.0;NA;200.0;NA;NA;220.0;602.5
96.7;0.2;0.05;0.325;0.04;1.15;0.25;0.25;0.08;0.35;7.75;NA;NA;NA;NA;NA;18.0;NA;205.0;80.0;0.28;317.0;NA
96.93;0.18;0.04;0.22499999999999998;0.04;0.7749999999999999;0.44999999999999996;1.05;0.35;0.0;7.85;372.0;44.5;0.475;NA;2.45e-05;13.0;160.0;205.0;80.0;0.29;841.0;1172.0
95.7825;0.405;0.04;0.22499999999999998;0.035;0.7250000000000001;0.8;1.775;0.25;0.0;7.85;384.0;44.5;0.475;11.3;2.48e-05;12.2;159.0;200.0;78.0;0.29;860.0;1280.0
97.4825;0.20500000000000002;0.04;0.25;0.035;0.7749999999999999;0.5;0.55;0.2;0.0;7.85;411.0;46.6;0.475;NA;2.34e-05;11.5;160.0;205.0;80.0;0.29;1033.0;1300.0
95.31;0.07;0.025;0.4;0.025;0.55;0.75;0.85;0.2;1.15;7.8;NA;NA;NA;NA;NA;20.0;NA;NA;NA;NA;552.0;NA
97.4575;0.20500000000000002;0.04;0.25;0.035;0.8;0.5;0.55;0.2;0.0;7.85;350.0;46.6;0.475;NA;2.34e-05;15.0;160.0;205.0;80.0;0.29;924.0;1110.0
